MIN=0	-10	-1	-1	-2
MAX=25	10	1	1	2
SCALE=25	5	0,5	0,5	1
DEC=2	2	3	3	2
DEF="Tiempo" t / s	"Tensión" U_1 / V	"Corriente" I_1 / A	"Tensión" U_B2 / V	"Flujo magnético" &F / Vs
0	0	-0,006	0,009	0
0,02	0,005	-0,006	0,0015	0,000105
0,04	0,015	-0,0055	0,0065	0,000185
0,06	0,02	-0,005	0,0185	0,000435
0,08	0,03	-0,004	0,0295	0,000915
0,1	0,04	-0,003	0,0245	0,001455
0,12	0,045	-0,0025	0,0345	0,002045
0,14	0,055	-0,0015	0,05	0,00289
0,16	0,06	0	0,041	0,0038
0,18	0,07	0,001	0,0515	0,004725
0,2	0,08	0,002	0,0575	0,005815
0,22	0,085	0,003	0,0575	0,006965
0,24	0,095	0,0045	0,075	0,00829
0,26	0,1	0,006	0,0655	0,009695
0,28	0,11	0,007	0,0835	0,011185
0,3	0,12	0,0085	0,0855	0,012875
0,32	0,125	0,01	0,0775	0,014505
0,34	0,135	0,0115	0,0945	0,016225
0,36	0,14	0,0125	0,092	0,01809
0,38	0,15	0,0145	0,1	0,02001
0,4	0,16	0,0155	0,1095	0,022105
0,42	0,165	0,017	0,101	0,02421
0,44	0,175	0,019	0,1185	0,026405
0,46	0,18	0,02	0,1155	0,028745
0,48	0,19	0,022	0,123	0,03113
0,5	0,2	0,0235	0,13	0,03366
0,52	0,205	0,025	0,1245	0,036205
0,54	0,215	0,0265	0,143	0,03888
0,56	0,22	0,028	0,133	0,04164
0,58	0,23	0,03	0,146	0,04443
0,6	0,24	0,0315	0,1545	0,047435
0,62	0,245	0,033	0,1445	0,050425
0,64	0,255	0,0345	0,1605	0,053475
0,66	0,26	0,036	0,1555	0,056635
0,68	0,27	0,038	0,1625	0,059815
0,7	0,28	0,0395	0,174	0,06318
0,72	0,285	0,041	0,1685	0,066605
0,74	0,295	0,043	0,1845	0,070135
0,76	0,3	0,0445	0,1725	0,073705
0,78	0,31	0,046	0,1895	0,077325
0,8	0,32	0,0475	0,189	0,08111
0,82	0,325	0,049	0,195	0,08495
0,84	0,335	0,0505	0,204	0,08894
0,86	0,34	0,0525	0,193	0,09291
0,88	0,35	0,054	0,2145	0,096985
0,9	0,36	0,055	0,209	0,10122
0,92	0,365	0,0565	0,2205	0,105515
0,94	0,375	0,0575	0,2235	0,109955
0,96	0,38	0,0585	0,227	0,11446
0,98	0,39	0,0595	0,2415	0,119145
1	0,4	0,0605	0,235	0,12391
1,02	0,405	0,0615	0,251	0,12877
1,04	0,415	0,063	0,246	0,13374
1,06	0,42	0,0635	0,258	0,13878
1,08	0,43	0,065	0,2625	0,143985
1,1	0,44	0,066	0,2615	0,149225
1,12	0,445	0,067	0,278	0,15462
1,14	0,455	0,068	0,271	0,16011
1,16	0,46	0,0695	0,2865	0,165685
1,18	0,47	0,0705	0,282	0,17137
1,2	0,48	0,072	0,289	0,17708
1,22	0,485	0,0735	0,2995	0,182965
1,24	0,495	0,0745	0,299	0,18895
1,26	0,5	0,076	0,3095	0,195035
1,28	0,51	0,077	0,3035	0,201165
1,3	0,52	0,079	0,3245	0,207445
1,32	0,525	0,08	0,3115	0,213805
1,34	0,535	0,0815	0,324	0,22016
1,36	0,54	0,083	0,3255	0,226655
1,38	0,55	0,0845	0,3265	0,233175
1,4	0,56	0,086	0,342	0,23986
1,42	0,565	0,0875	0,3325	0,246605
1,44	0,575	0,0895	0,3515	0,253445
1,46	0,58	0,091	0,347	0,26043
1,48	0,59	0,0925	0,357	0,26747
1,5	0,6	0,0945	0,3555	0,274595
1,52	0,605	0,096	0,3575	0,281725
1,54	0,615	0,0975	0,3665	0,288965
1,56	0,62	0,099	0,3615	0,296245
1,58	0,63	0,1005	0,375	0,30361
1,6	0,64	0,1025	0,369	0,31105
1,62	0,645	0,1045	0,3835	0,318575
1,64	0,655	0,106	0,3765	0,326175
1,66	0,66	0,1075	0,3905	0,333845
1,68	0,67	0,11	0,3815	0,341565
1,7	0,68	0,1115	0,401	0,34939
1,72	0,685	0,1135	0,387	0,35727
1,74	0,695	0,1155	0,4065	0,365205
1,76	0,7	0,1175	0,3955	0,373225
1,78	0,71	0,1195	0,404	0,38122
1,8	0,72	0,1215	0,4095	0,389355
1,82	0,725	0,124	0,406	0,39751
1,84	0,735	0,127	0,414	0,40571
1,86	0,74	0,1285	0,4105	0,413955
1,88	0,75	0,131	0,4165	0,422225
1,9	0,76	0,1335	0,4295	0,430685
1,92	0,765	0,1355	0,4145	0,439125
1,94	0,775	0,1385	0,4305	0,447575
1,96	0,78	0,1405	0,4165	0,456045
1,98	0,79	0,143	0,434	0,46455
2	0,8	0,146	0,424	0,47313
2,02	0,805	0,1485	0,437	0,48174
2,04	0,815	0,1515	0,427	0,49038
2,06	0,82	0,154	0,4365	0,499015
2,08	0,83	0,157	0,429	0,50767
2,1	0,84	0,16	0,4455	0,516415
2,12	0,845	0,163	0,4295	0,525165
2,14	0,855	0,166	0,4455	0,533915
2,16	0,86	0,169	0,4305	0,542675
2,18	0,87	0,172	0,4435	0,551415
2,2	0,88	0,1755	0,443	0,56028
2,22	0,885	0,179	0,4305	0,569015
2,24	0,895	0,1825	0,446	0,57778
2,26	0,9	0,1855	0,4315	0,586555
2,28	0,91	0,1895	0,443	0,5953
2,3	0,92	0,193	0,4355	0,604085
2,32	0,925	0,197	0,436	0,6128
2,34	0,935	0,201	0,4305	0,621465
2,36	0,94	0,205	0,4355	0,630125
2,38	0,95	0,209	0,425	0,63873
2,4	0,96	0,213	0,432	0,6473
2,42	0,965	0,2175	0,4175	0,655795
2,44	0,975	0,2215	0,429	0,66426
2,46	0,98	0,2265	0,4105	0,672655
2,48	0,99	0,231	0,421	0,68097
2,5	1	0,2355	0,414	0,68932
2,52	1,005	0,2405	0,409	0,69755
2,54	1,015	0,2455	0,4005	0,705645
2,56	1,02	0,251	0,401	0,71366
2,58	1,03	0,256	0,391	0,72158
2,6	1,04	0,2615	0,399	0,72948
2,62	1,045	0,2675	0,378	0,73725
2,64	1,055	0,273	0,3875	0,744905
2,66	1,06	0,2785	0,3665	0,752445
2,68	1,07	0,2845	0,3665	0,759775
2,7	1,08	0,2905	0,3615	0,767055
2,72	1,085	0,2965	0,3585	0,774255
2,74	1,095	0,303	0,3475	0,781315
2,76	1,1	0,3095	0,336	0,78815
2,78	1,11	0,316	0,337	0,79488
2,8	1,12	0,3225	0,322	0,80147
2,82	1,125	0,3295	0,311	0,8078
2,84	1,135	0,336	0,3165	0,814075
2,86	1,14	0,343	0,2935	0,820175
2,88	1,15	0,35	0,2945	0,826055
2,9	1,16	0,357	0,283	0,83183
2,92	1,165	0,3645	0,2725	0,837385
2,94	1,175	0,3715	0,272	0,84283
2,96	1,18	0,3785	0,251	0,84806
2,98	1,19	0,386	0,255	0,85312
3	1,2	0,393	0,2385	0,858055
3,02	1,205	0,4	0,2355	0,862795
3,04	1,215	0,407	0,221	0,86736
3,06	1,22	0,414	0,2155	0,871725
3,08	1,23	0,421	0,2135	0,876015
3,1	1,24	0,428	0,1965	0,880115
